Unique ID,broadperiod,period,thickness,diameter,weight,axis,Primary material,axis_known,Manufacture method,Primary Material_n,URL,Manufacture Method_n,Image URL,Saved Image,length,height,width,obverseDescription,reverseDescription,obverseLegend,reverseLegend,reverseType,regionName,cultureName,inscription,objectCertainty,rulerName,mintName,denominationName,tribeName,categoryTerm,moneyerName
FAKL-F091C3,MEDIEVAL,4,,17.0,0.7,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/577485,8,https://finds.org.uk/images/kleahy/medium/aSWY191.jpg,FAKL-F091C3.jpg,,,,Blank,Long cross with a quatrefoil in its centre,,,,Eastern,,,Certain,Edward I of England,York,Penny,,English coin Edwardian type 1279 - 1377,
LIN-C9FFB8,MEDIEVAL,4,0.8,17.3,1.04,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/196674,8,https://finds.org.uk/images/adaubney/medium/LIN6089.JPG,LIN-C9FFB8.png,,,,Crowned facing bust,"Long cross, three pellets in angles",Illegible (Double struck),CIVITAS LONDON,,East Midlands,,,Certain,,London,Penny,,English coin Edwardian type 1279 - 1377,
NMGW-94A0A3,MEDIEVAL,4,,,1.37,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/979624,8,https://finds.org.uk/images/mlodwick/medium/1053o.JPG,NMGW-94A0A3.png,,,,,,,,,,,,,,,,,,
KENT3292,MEDIEVAL,4,,19.0,,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/4097,8,https://finds.org.uk/images/arichardson/medium/kent3292.jpg,KENT3292.jpg,,,,,Long cross pattee,,CIVI TAS LVN DON,,South East,,,Certain,Edward I of England,London,Penny,,English coin Edwardian type 1279 - 1377,
DOR-9D3137,MEDIEVAL,4,,17.56,1.36,2.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/209002,8,https://finds.org.uk/images/caht/medium/9D3137.jpg,DOR-9D3137.jpg,,,,"Full face bust without a sceptre, single line of pellets for beard. Pellet before III.",Voided long cross with pellets in the angles,HENRICVS REX .III,HVGE ON WINCHE,,South West,,,Certain,Henry III of England,Winchester,Penny,,English coin short and long cross period 1180 - 1278,
PUBLIC-576283,MEDIEVAL,4,0.59,16.6,0.869,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/643600,8,https://finds.org.uk/images/charles bullock/medium/576283 obverse.JPG,PUBLIC-576283.png,,,,"Crowned bust facing; mullet to left of crown, trefoil to right",Long cross pattee dividing the legend with three pellets in each quarters; quatrefoil with pellet at centre,"hEN[RIC...]X AnGLIE, saltire stops",CIV[I/TAS]/ EBO/RACI,,South West,,,Certain,Henry V of England,York,Penny,,English coin Late Medieval 1377 - 1489,
PUBLIC-0BFE05,MEDIEVAL,4,0.84,18.0,1.308,5.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/606233,8,https://finds.org.uk/images/charles bullock/medium/0BFE05obverse.JPG,PUBLIC-0BFE05.png,,,,"Crowned bust facing, Mayfield hair",Long cross pattee dividing the legend with three pellets in each quadrant,EDWA [R A]NGL DNS HYB,CIVI/TAS/LON/DON,,South West,,,Certain,Edward I of England,London,Penny,,English coin Edwardian type 1279 - 1377,
KENT-263DE5,MEDIEVAL,4,,,0.63,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/79343,8,https://finds.org.uk/images/dpennock/medium/144 Voided Long Cross  o.JPG,KENT-263DE5.png,,,,,,hENRI[...],[...] / [...] / [.] NO / XON,,South East,,,Certain,Henry III of England,Oxford,Cut halfpenny,,English coin short and long cross period 1180 - 1278,
IOW-B48D65,MEDIEVAL,4,,18.0,1.29,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/148803,8,https://finds.org.uk/images/fbasford/medium/IOW2006-92-4.jpg,IOW-B48D65.jpg,,,,Crowned bust facing. Bifoliate crown,Long cross with three pellets in each quarter,EDWAR ANGLE DNS hYB,VI[]/SCIE/DMV/NDI,,South East,,,Certain,Edward I of England,Bury St. Edmunds,Penny,,English coin Edwardian type 1279 - 1377,
LIN-A00BA6,MEDIEVAL,4,,17.0,0.88,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/55123,8,https://finds.org.uk/images/adaubney/medium/LIN896.JPG,LIN-A00BA6.png,,,,"Crowned facing bust, six pellets to crown, beaded.","Short cross, quatrefoils in angles",HENRICVS RE[X],+[   O]N LVND,,East Midlands,,,Certain,Henry II of England,London,Penny,,Coin of Norman and Early Plantagenet England 1066-1180,
SUR-E2D7B0,MEDIEVAL,4,,12.0,0.51,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/54466,8,https://finds.org.uk/images/dwilliams/medium/03.186a.jpg,SUR-E2D7B0.jpg,,,,,,illegible,CIVITAS LONDON,,South East,,,Certain,Edward I of England,London,Farthing,,English coin Edwardian type 1279 - 1377,
LIN-C24152,MEDIEVAL,4,0.5,18.0,,10.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/49095,8,https://finds.org.uk/images/adaubney/medium/LIN414.JPG,LIN-C24152.png,,,,"Bearded and crowned head facing with sceptre, legend commences to the left after the sceptre. Crown as North p225 fig. 5, pellet-in-annulet eyes.",Voided long cross with three pellets in angles,HENRICVS REX III,HENRI ON LVNDE,,East Midlands,,,Certain,Henry III of England,London,Penny,,English coin short and long cross period 1180 - 1278,
WAW-986A08,MEDIEVAL,4,,15.4,0.63,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/257394,8,https://finds.org.uk/images/kleahy2/medium/103 986A08.jpg,WAW-986A08.jpg,,,,Crowned bust facing,Short cross,?,?,,West Midlands,,,Certain,Henry III of England,,Penny,,English coin short and long cross period 1180 - 1278,
IOW-B36776,MEDIEVAL,4,,18.0,1.27,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/87162,8,https://finds.org.uk/images/fbasford/medium/IOW2005-36-1.JPG,IOW-B36776.png,,,,Crowned bust facing with sceptre to left,Voided long cross dividing the inscription with three pellets in each quarter,HENRICVS REX III,ROB ERT ONC ANT (O and N ligated).,,South East,,,Certain,Henry III of England,Canterbury,Penny,,English coin short and long cross period 1180 - 1278,
IOW-CB1B30,MEDIEVAL,4,,18.5,1.27,2.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/199131,8,https://finds.org.uk/images/fbasford/medium/IOW2007-1-532.JPG,IOW-CB1B30.png,,,,Crowned bust facing. Bifoliate crown with a damaged left ornament,Long cross dividing the inscription with three pellets in each quadrant,EDWAR ANGL DNS hYB,CIVI/TAS/LON/DON,,South East,,,Certain,Edward II of England,London,Penny,,English coin Edwardian type 1279 - 1377,
FAKL-82D814,MEDIEVAL,4,,18.0,0.4,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/513049,8,https://finds.org.uk/images/kleahy/medium/A388a.jpg,FAKL-82D814.jpg,,,,Crowned bust facing,Long-cross,?,?,,Yorkshire and the Humber,,,Certain,Edward III of England,,Penny,,English coin Edwardian type 1279 - 1377,
WAW-2815C7,MEDIEVAL,4,,,0.7,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/57878,8,https://finds.org.uk/images/abolton/medium/WAW-2815C7.JPG,WAW-2815C7.png,,,,,Voided long cross.,HEN[   ]III,GEF/[    ]/XON   ON are ligatured.,,West Midlands,,,,Henry III of England,Oxford,Cut halfpenny,,English coin short and long cross period 1180 - 1278,
BERK-50EA8D,MEDIEVAL,4,0.85,20.6,1.5,12.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/627745,8,https://finds.org.uk/images/abyard/medium/50EA8D.jpg,BERK-50EA8D.jpg,,,,"Crowned bust with sword, right","Cross patt?e with annulet centre, over cross fleury",PILLELM RE,GODPINE ON SIER,,South West,,,Certain,William II of England,Salisbury,Penny,,Coin of Norman and Early Plantagenet England 1066-1180,
FAJN-14403E,MEDIEVAL,4,,11.0,0.3,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/803063,8,https://finds.org.uk/images/jnaylor/medium/FAJN14403E.jpg,FAJN-14403E.jpg,,,,Front-facing crowned bust,long cross dividing the inscription with three pellets in each angle,Illegible,[ ]/[ ]S/LOn/[ ],,Eastern,,,Certain,Edward IV of England (second reign),London,Halfpenny,,English coin Late Medieval 1377 - 1489,
FAKL-FD0DA3,MEDIEVAL,4,,18.3,0.58,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/502726,8,https://finds.org.uk/images/kleahy/medium/A228.jpg,FAKL-FD0DA3.jpg,,,,Crowned bust facing,Short cross,[he]RICVS [,ARN [aud on lo] N,,Yorkshire and the Humber,,,Certain,John of England,London,Cut halfpenny,,English coin short and long cross period 1180 - 1278,
IOW-E38C95,MEDIEVAL,4,,12.4,0.28,9.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/259302,8,https://finds.org.uk/images/fbasford/medium/IOW2009-1-393.JPG,IOW-E38C95.png,,,,Crowned bust facing with a bifoliate crown and wedged drapery,Long cross dividing the inscription with three pellets in each quadrant,EDWARDVS RE[ ],CIVI/TAS/LON/DON,,South East,,,Certain,Edward II of England,London,Farthing,,English coin Edwardian type 1279 - 1377,
IOW-F902C8,MEDIEVAL,4,,19.0,1.3,12.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/71804,8,https://finds.org.uk/images/fbasford/medium/IOW2004-118-1.JPG,IOW-F902C8.png,,,,Bust facing crowned and with sceptre,Short cross voided with quatrefoil in each angle.,HENRICVS REX (inscription starts at eleven o' clock).,LVKAS ON WINC,,South East,,,Certain,Richard I of England,Winchester,Penny,,English coin short and long cross period 1180 - 1278,
PUBLIC-11BE20,MEDIEVAL,4,,17.68,1.375,12.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/601599,8,https://finds.org.uk/images/charles bullock/medium/11be20 obverse.JPG,PUBLIC-11BE20.png,,,,Crowned bust facing,Long cross pattee with three pellets in each angle,ED[W]AR R AN[GL D]NS HYB,CIVI/[TA]S/ CAN/[T]OR,,South West,,,Certain,Edward II of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,
LIN-38B7D1,MEDIEVAL,4,,20.0,1.48,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/54916,8,https://finds.org.uk/images/adaubney/medium/LIN870.JPG,LIN-38B7D1.png,,,,Crowned facing bust within a tressure of arches,"Long cross pattee dividing the legend, three pellets in angles",EDWARDVS [REX ANGL DNS HYB],CIVITAS EBORACI; POSVI ADIVTORVM MEVM,,East Midlands,,,Certain,Edward III of England,York,Half groat,,English coin Edwardian type 1279 - 1377,
IOW-8635E6,MEDIEVAL,4,,17.5,1.22,9.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/200991,8,https://finds.org.uk/images/fbasford/medium/IOW2007-3-60.JPG,IOW-8635E6.png,,,,Crowned bust facing with sceptre,Long cross voided dividing the inscription with three pellets in each quadrant,hENRICVS REX III,"[RE]N/AVD/ONL/VND (O and N ligated, N and D ligated)",,South East,,,Certain,Henry III of England,London,Penny,,English coin short and long cross period 1180 - 1278,
PUBLIC-C75F47,MEDIEVAL,4,0.68,20.1,0.74,12.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/622346,8,https://finds.org.uk/images/clivenobbs/medium/PUBLIC-C75F47 H VII Half Groat.jpg,PUBLIC-C75F47.jpg,20.1,,,Crowned bust facing right within beaded circle,Square top shield within beaded circle over long cross fourche?,"hENRI[...]X AGL.', saltire stops",POSVI/ [DEV A/DIVT]O/E' MEV.',,South East,,,Certain,Henry VII of England,London,Half groat,,English coin Late Medieval 1377 - 1489,
LEIC-EE5EA1,MEDIEVAL,4,0.5,,0.36,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/400611,8,https://finds.org.uk/images/rebecca/medium/DSCN5594.JPG,LEIC-EE5EA1.png,9.0,,9.0,Facing bust,Long cross with trefoils,...REX...,I-DG,,East Midlands,,,Certain,,,Cut farthing,,English coin short and long cross period 1180 - 1278,
LEIC-BBC236,MEDIEVAL,4,0.5,18.0,0.66,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/91717,8,https://finds.org.uk/images/wscott/medium/BBC236.JPG,LEIC-BBC236.png,,,,"Top half of forward facing bust, worn.","Short cross, unvoided, four joined pellets in quarters. Appears to have a double struck C",HENRIC,[...]NONCAN[...],,East Midlands,,,Certain,Henry III of England,Canterbury,Cut halfpenny,,English coin short and long cross period 1180 - 1278,
FAKL-C6F23D,MEDIEVAL,4,,16.7,0.58,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/847839,8,https://finds.org.uk/images/kleahy/medium/aSWY968.jpg,FAKL-C6F23D.jpg,,,,"Crowned bust facing, Reverse:","Short cross,",h] ENR [icvs],] N.LVND.,,Yorkshire and the Humber,,,Certain,Henry III of England,London,Cut halfpenny,,English coin short and long cross period 1180 - 1278,
BERK-38240D,MEDIEVAL,4,,,,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/998601,8,https://finds.org.uk/images/helenacostas/medium/BERK38240D.jpg,BERK-38240D.jpg,8.6,,8.4,Illegible,Short voided cross with six point star in quarter,[...] LE [...],[...] h/R(?)E [...],,,,,,William I of Scotland,,,,,
FAKL-92CB54,MEDIEVAL,4,,16.2,0.63,5.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/416747,8,https://finds.org.uk/images/kleahy/medium/Haldenby 200.jpg,FAKL-92CB54.jpg,,,,"Crowned bust, facing",Long cross,+EDWARDVS REX ANG*,*CIVI [tas] LON/DON,,Yorkshire and the Humber,,,Certain,Edward III of England,London,Halfpenny,,English coin Edwardian type 1279 - 1377,
LIN-A0FF31,MEDIEVAL,4,,18.0,1.11,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/55155,8,https://finds.org.uk/images/adaubney/medium/LIN916.JPG,LIN-A0FF31.png,,,,Crowned facing bust,"Long cross diving the legends, three pellets in angles.","EDWA ANGL DNS // CIVI. (the coin has been double struck, hence the beginning of the reverse legend 'CIVITAS' seen on the obverse.","C/TAS/CAN/TOR ??? (the coin has been double struck, showing some of the obverse legend on the reverse).",,East Midlands,,,Certain,Edward I of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,
FAJN-03D485,MEDIEVAL,4,,19.0,0.66,4.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/236797,8,https://finds.org.uk/images/jnaylor/medium/FAJN-03D485_short_cross_halfpenny.jpg,FAJN-03D485.jpg,,,9.5,Front-facing bust holding sceptre (only the neckline and sceptre are visible),voided short cross with quatrefoil in each angle,[hENRIC]VS R-E[X],[A]SkETIL.[ON.  ],,South East,,,Certain,Henry II of England,Uncertain,Cut halfpenny,,English coin short and long cross period 1180 - 1278,
LEIC-70B3A5,MEDIEVAL,4,0.5,19.0,0.93,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/217113,8,https://finds.org.uk/images/wscott/medium/70B3A5.JPG,LEIC-70B3A5.png,,,,facing crowned bust,long cross and joined pellets,EDWAR[...]YB,[CIV]ITASCAN[TOR],,East Midlands,,,Certain,,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,
BUC-02CEC4,MEDIEVAL,4,,,,-1.0,Silver,0,Cast,8,https://finds.org.uk/database/artefacts/record/id/57830,8,https://finds.org.uk/images/rtyrrell/medium/DSCN0156.JPG,BUC-02CEC4.png,,,,"The king's head is patchily worn, so difficult to describe","The short cross is worn, and has sets of four linked pellets in each qudrant. The flan has been struck off centre",""".HENRICVS...""",In miss striking the coin part of the inscription has been lost. +NICOLEONLVN,,South East,,,Certain,Henry III of England,London,Penny,,English coin short and long cross period 1180 - 1278,
IOW-BC9C54,MEDIEVAL,4,,23.0,1.64,-1.0,Silver,0,Cast,8,https://finds.org.uk/database/artefacts/record/id/91762,8,https://finds.org.uk/images/fbasford/medium/IOW2005-83.JPG,IOW-BC9C54.png,,,,Crowned bust facing. Annulets by neck,Long cross pattee dividing the inscriptions. Three pellets in each quarter. Annulets within pellets in VIL and CAL quarters,HENRIC D I GRA REX ANGL Z F,Outer: POSVI DEVM ADIVTORE MEVM   Inner: VIL LA CAL IS,,South East,,,Certain,Henry VI of England (first reign),Calais,Half groat,,English coin Late Medieval 1377 - 1489,
SOMDOR659,MEDIEVAL,4,,,,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/23089,8,https://finds.org.uk/images/caht/medium/SOMDOR659.jpg,SOMDOR659.jpg,,,,Small head and slight bust. No marks on breast. Saltire stops. Intermediate style. Clipped.,Long-cross. Lombardic Ns.,RIC[AR]D x REX x ANGL,CIVITAS [LON]DON,,South West,,,Certain,Richard II of England,London,Halfpenny,,English coin Late Medieval 1377 - 1489,
LEIC-9DEB70,MEDIEVAL,4,1.0,20.5,1.43,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/189431,8,https://finds.org.uk/images/wscott/medium/9DEB70 .JPG,LEIC-9DEB70.png,,,,facing crowned bust with sceptre,voided short cross and crosslets,HENRICVSREX,LEFWINEON[N]ICO,,East Midlands,,,Certain,Henry II of England,Lincoln,Penny,,English coin short and long cross period 1180 - 1278,
FAKL-D674B2,MEDIEVAL,4,,18.0,1.3,5.0,Silver,1,,8,https://finds.org.uk/database/artefacts/record/id/577440,8,https://finds.org.uk/images/kleahy/medium/aSWY175.jpg,FAKL-D674B2.jpg,,,,"Crowned bust, facing",Long cross,EDWAR R ANG DNS HYB,CIVI/TAS/LON/DON,,Yorkshire and the Humber,,,Certain,Edward II of England,London,Penny,,English coin Edwardian type 1279 - 1377,
IOW-0FD891,MEDIEVAL,4,,18.0,1.3,4.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/250206,8,https://finds.org.uk/images/fbasford/medium/IOW2009-7-1.JPG,IOW-0FD891.png,,,,"Crowned bust facing with sceptre (pellets in curls, large pearls in crown)",Voided short cross with a quatrefoil in each quadrant,"hENRICVS REX (sceptre divides R and E of REX, normal S)",(cross patt?e) WALTER ON LV (pellet before ON),,South East,,,Certain,John of England,London,Penny,,English coin short and long cross period 1180 - 1278,
IOW-113DF1,MEDIEVAL,4,,17.8,1.3,7.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/232045,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-388.JPG,IOW-113DF1.png,,,,Crowned bust facing with a trifoliate crown and wedged drapery,Long cross dividing the inscription with three pellets in each quadrant,,CIVI/TAS/LON/DON,,South East,,,Certain,Edward I of England,London,Penny,,English coin Edwardian type 1279 - 1377,
BH-9BA0F1,MEDIEVAL,4,0.3,14.6,0.58,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/98517,8,https://finds.org.uk/images/jwatters/medium/Med coin 05 71 - 10.jpg,BH-9BA0F1.jpg,,,,Crowned bust facing.,"Long cross, 3 pellets in each quarter.",EDW[ARDV]S REX [A]NG,CIVI/TAS/LON/[DON],,London,,,Certain,Edward II of England,London,Halfpenny,,English coin Edwardian type 1279 - 1377,
IOW-90F1F7,MEDIEVAL,4,,17.9,1.1,12.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/268576,8,https://finds.org.uk/images/fbasford/medium/IOW2009-2-269.JPG,IOW-90F1F7.png,,,,Crowned bust facing with sceptre,Voided short cross with a quatrefoil in each quadrant,hENRICVS REX,RO[ ]T ON WIL,,South East,,,Certain,Henry II of England,Wilton Castle,Penny,,English coin short and long cross period 1180 - 1278,
LEIC-656F02,MEDIEVAL,4,0.5,12.0,0.29,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/183757,8,https://finds.org.uk/images/wscott/medium/DSCN1728.JPG,LEIC-656F02.png,,,,Facing winged lion of St Mark with halo in scalloped border,left facing man holding staff with LM behind,none,[..]SDVX[..]NTRON,,East Midlands,,,Certain,Nicol? Tron,Little Venice,Soldino,,,
LEIC-9A0D73,MEDIEVAL,4,0.5,19.0,0.61,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/286949,8,https://finds.org.uk/images/rebecca/medium/9A0D73.JPG,LEIC-9A0D73.png,,,,Facing crowned bust,voided short cross with crosslets in the field,ENRIC,VLARD,,West Midlands,,,Certain,Richard I of England,Canterbury,Cut halfpenny,,English coin short and long cross period 1180 - 1278,
IOW-7EB7B7,MEDIEVAL,4,,17.0,1.28,10.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/191758,8,https://finds.org.uk/images/fbasford/medium/IOW2007-1-409.JPG,IOW-7EB7B7.png,,,,Crowned bust facing with a bifoliate crown and wedged drapery,Long cross dividing the inscription with three pellets in each quadrant,EDWAR ANGL DNS hYB,CIVI/TAS/LON/DON,,South East,,,Certain,Edward I of England,London,Penny,,English coin Edwardian type 1279 - 1377,
NLM-651DC7,MEDIEVAL,4,,16.84,1.3,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/79429,8,https://finds.org.uk/images/lstaves/medium/NLM08244.JPG,NLM-651DC7.png,,,,Crowned bust facing forward,Long cross with three pellets in each quarter,EDWA[...]DNS HYB,CIVI/TAS/CAN/TOR,,Yorkshire and the Humber,,,Certain,Edward I of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,
WAW-972D12,MEDIEVAL,4,,,1.33,11.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/62573,8,https://finds.org.uk/images/abolton/medium/WAW-972D12.jpg,WAW-972D12.jpg,,,,"Bust facing forwards, holding a sceptre.",Short voided cross.,HENRICVS R  EX,"[     ]VND ON SAND The 'A' appears to be chevron-barred, however only one half of the chevron appears.",,West Midlands,,,,Henry III of England,Bury St. Edmunds,Penny,,English coin short and long cross period 1180 - 1278,
