Unique ID,broadperiod,period,thickness,diameter,weight,axis,Primary material,Manufacture method,URL,Image URL,Saved Image,length,height,width,obverseDescription,reverseDescription,obverseLegend,reverseLegend,reverseType,regionName,cultureName,inscription,objectCertainty,rulerName,mintName,denominationName,tribeName,categoryTerm,moneyerName,Primary Material_n,Manufacture Method_n,axis_known
IOW-470C72,MEDIEVAL,2,0.6,10.0,0.26,4.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/200731,https://finds.org.uk/images/fbasford/medium/IOW2007-10-145.JPG,Fotos_monedas\IOW-470C72.png,,,,Crowned bust facing,Long cross dividing the inscription with three pellets in each quadrant,]AN GLIE,VILL/[]/ISTO/LLIE,,South East,,,Certain,Edward I of England,Bristol,Farthing,,English coin Edwardian type 1279 - 1377,,8,4,1
NLM-4DABE6,MEDIEVAL,2,0.6,18.9,1.14,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/71020,https://finds.org.uk/images/lstaves/medium/NLM07944.jpg,Fotos_monedas\NLM-4DABE6.jpg,,,,Bust facing crowned and diademed within a canopy of two columns,"Double quadrilateral with incurved sides, fluery at Angles; Annulet in centre",WILLWMVS REX,MANNA ON STOTI,,East Midlands,,,Certain,William the Conqueror,Nottingham,Penny,,Coin of Norman and Early Plantagenet England 1066-1180,,8,4,0
FAKL-F091C3,MEDIEVAL,2,0.6,17.0,0.7,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/577485,https://finds.org.uk/images/kleahy/medium/aSWY191.jpg,Fotos_monedas\FAKL-F091C3.jpg,,,,Blank,Long cross with a quatrefoil in its centre,,,,Eastern,,,Certain,Edward I of England,York,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
LIN-C9FFB8,MEDIEVAL,2,0.8,17.3,1.04,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/196674,https://finds.org.uk/images/adaubney/medium/LIN6089.JPG,Fotos_monedas\LIN-C9FFB8.png,,,,Crowned facing bust,"Long cross, three pellets in angles",Illegible (Double struck),CIVITAS LONDON,,East Midlands,,,Certain,,London,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
NMGW-94A0A3,MEDIEVAL,2,0.6,18.0,1.37,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/979624,https://finds.org.uk/images/mlodwick/medium/1053o.JPG,Fotos_monedas\NMGW-94A0A3.png,,,,,,,,,,,,,,,,,,,8,4,0
KENT3292,MEDIEVAL,2,0.6,19.0,1.0,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/4097,https://finds.org.uk/images/arichardson/medium/kent3292.jpg,Fotos_monedas\KENT3292.jpg,,,,,Long cross pattee,,CIVI TAS LVN DON,,South East,,,Certain,Edward I of England,London,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
DOR-9D3137,MEDIEVAL,2,0.6,17.56,1.36,2.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/209002,https://finds.org.uk/images/caht/medium/9D3137.jpg,Fotos_monedas\DOR-9D3137.jpg,,,,"Full face bust without a sceptre, single line of pellets for beard. Pellet before III.",Voided long cross with pellets in the angles,HENRICVS REX .III,HVGE ON WINCHE,,South West,,,Certain,Henry III of England,Winchester,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
PUBLIC-576283,MEDIEVAL,2,0.59,16.6,0.869,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/643600,https://finds.org.uk/images/charles bullock/medium/576283 obverse.JPG,Fotos_monedas\PUBLIC-576283.png,,,,"Crowned bust facing; mullet to left of crown, trefoil to right",Long cross pattee dividing the legend with three pellets in each quarters; quatrefoil with pellet at centre,"hEN[RIC...]X AnGLIE, saltire stops",CIV[I/TAS]/ EBO/RACI,,South West,,,Certain,Henry V of England,York,Penny,,English coin Late Medieval 1377 - 1489,,8,4,0
PUBLIC-0BFE05,MEDIEVAL,2,0.84,18.0,1.308,5.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/606233,https://finds.org.uk/images/charles bullock/medium/0BFE05obverse.JPG,Fotos_monedas\PUBLIC-0BFE05.png,,,,"Crowned bust facing, Mayfield hair",Long cross pattee dividing the legend with three pellets in each quadrant,EDWA [R A]NGL DNS HYB,CIVI/TAS/LON/DON,,South West,,,Certain,Edward I of England,London,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
KENT-263DE5,MEDIEVAL,2,0.6,18.0,0.63,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/79343,https://finds.org.uk/images/dpennock/medium/144 Voided Long Cross  o.JPG,Fotos_monedas\KENT-263DE5.png,,,,,,hENRI[...],[...] / [...] / [.] NO / XON,,South East,,,Certain,Henry III of England,Oxford,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,0
IOW-B48D65,MEDIEVAL,2,0.6,18.0,1.29,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/148803,https://finds.org.uk/images/fbasford/medium/IOW2006-92-4.jpg,Fotos_monedas\IOW-B48D65.jpg,,,,Crowned bust facing. Bifoliate crown,Long cross with three pellets in each quarter,EDWAR ANGLE DNS hYB,VI[]/SCIE/DMV/NDI,,South East,,,Certain,Edward I of England,Bury St. Edmunds,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
LIN-A00BA6,MEDIEVAL,2,0.6,17.0,0.88,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/55123,https://finds.org.uk/images/adaubney/medium/LIN896.JPG,Fotos_monedas\LIN-A00BA6.png,,,,"Crowned facing bust, six pellets to crown, beaded.","Short cross, quatrefoils in angles",HENRICVS RE[X],+[   O]N LVND,,East Midlands,,,Certain,Henry II of England,London,Penny,,Coin of Norman and Early Plantagenet England 1066-1180,,8,4,0
SUR-E2D7B0,MEDIEVAL,2,0.6,12.0,0.51,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/54466,https://finds.org.uk/images/dwilliams/medium/03.186a.jpg,Fotos_monedas\SUR-E2D7B0.jpg,,,,,,illegible,CIVITAS LONDON,,South East,,,Certain,Edward I of England,London,Farthing,,English coin Edwardian type 1279 - 1377,,8,4,0
LIN-C24152,MEDIEVAL,2,0.5,18.0,1.0,10.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/49095,https://finds.org.uk/images/adaubney/medium/LIN414.JPG,Fotos_monedas\LIN-C24152.png,,,,"Bearded and crowned head facing with sceptre, legend commences to the left after the sceptre. Crown as North p225 fig. 5, pellet-in-annulet eyes.",Voided long cross with three pellets in angles,HENRICVS REX III,HENRI ON LVNDE,,East Midlands,,,Certain,Henry III of England,London,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
WAW-986A08,MEDIEVAL,2,0.6,15.4,0.63,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/257394,https://finds.org.uk/images/kleahy2/medium/103 986A08.jpg,Fotos_monedas\WAW-986A08.jpg,,,,Crowned bust facing,Short cross,?,?,,West Midlands,,,Certain,Henry III of England,,Penny,,English coin short and long cross period 1180 - 1278,,8,4,0
IOW-B36776,MEDIEVAL,2,0.6,18.0,1.27,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/87162,https://finds.org.uk/images/fbasford/medium/IOW2005-36-1.JPG,Fotos_monedas\IOW-B36776.png,,,,Crowned bust facing with sceptre to left,Voided long cross dividing the inscription with three pellets in each quarter,HENRICVS REX III,ROB ERT ONC ANT (O and N ligated).,,South East,,,Certain,Henry III of England,Canterbury,Penny,,English coin short and long cross period 1180 - 1278,,8,4,0
IOW-CB1B30,MEDIEVAL,2,0.6,18.5,1.27,2.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/199131,https://finds.org.uk/images/fbasford/medium/IOW2007-1-532.JPG,Fotos_monedas\IOW-CB1B30.png,,,,Crowned bust facing. Bifoliate crown with a damaged left ornament,Long cross dividing the inscription with three pellets in each quadrant,EDWAR ANGL DNS hYB,CIVI/TAS/LON/DON,,South East,,,Certain,Edward II of England,London,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
FAKL-82D814,MEDIEVAL,2,0.6,18.0,0.4,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/513049,https://finds.org.uk/images/kleahy/medium/A388a.jpg,Fotos_monedas\FAKL-82D814.jpg,,,,Crowned bust facing,Long-cross,?,?,,Yorkshire and the Humber,,,Certain,Edward III of England,,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
WAW-2815C7,MEDIEVAL,2,0.6,18.0,0.7,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/57878,https://finds.org.uk/images/abolton/medium/WAW-2815C7.JPG,Fotos_monedas\WAW-2815C7.png,,,,,Voided long cross.,HEN[   ]III,GEF/[    ]/XON   ON are ligatured.,,West Midlands,,,,Henry III of England,Oxford,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,0
BERK-50EA8D,MEDIEVAL,2,0.85,20.6,1.5,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/627745,https://finds.org.uk/images/abyard/medium/50EA8D.jpg,Fotos_monedas\BERK-50EA8D.jpg,,,,"Crowned bust with sword, right","Cross patt?e with annulet centre, over cross fleury",PILLELM RE,GODPINE ON SIER,,South West,,,Certain,William II of England,Salisbury,Penny,,Coin of Norman and Early Plantagenet England 1066-1180,,8,4,1
FAJN-14403E,MEDIEVAL,2,0.6,11.0,0.3,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/803063,https://finds.org.uk/images/jnaylor/medium/FAJN14403E.jpg,Fotos_monedas\FAJN-14403E.jpg,,,,Front-facing crowned bust,long cross dividing the inscription with three pellets in each angle,Illegible,[ ]/[ ]S/LOn/[ ],,Eastern,,,Certain,Edward IV of England (second reign),London,Halfpenny,,English coin Late Medieval 1377 - 1489,,8,4,0
FAKL-FD0DA3,MEDIEVAL,2,0.6,18.3,0.58,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/502726,https://finds.org.uk/images/kleahy/medium/A228.jpg,Fotos_monedas\FAKL-FD0DA3.jpg,,,,Crowned bust facing,Short cross,[he]RICVS [,ARN [aud on lo] N,,Yorkshire and the Humber,,,Certain,John of England,London,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,0
IOW-E38C95,MEDIEVAL,2,0.6,12.4,0.28,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/259302,https://finds.org.uk/images/fbasford/medium/IOW2009-1-393.JPG,Fotos_monedas\IOW-E38C95.png,,,,Crowned bust facing with a bifoliate crown and wedged drapery,Long cross dividing the inscription with three pellets in each quadrant,EDWARDVS RE[ ],CIVI/TAS/LON/DON,,South East,,,Certain,Edward II of England,London,Farthing,,English coin Edwardian type 1279 - 1377,,8,4,1
IOW-F902C8,MEDIEVAL,2,0.6,19.0,1.3,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/71804,https://finds.org.uk/images/fbasford/medium/IOW2004-118-1.JPG,Fotos_monedas\IOW-F902C8.png,,,,Bust facing crowned and with sceptre,Short cross voided with quatrefoil in each angle.,HENRICVS REX (inscription starts at eleven o' clock).,LVKAS ON WINC,,South East,,,Certain,Richard I of England,Winchester,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
PUBLIC-11BE20,MEDIEVAL,2,0.6,17.68,1.375,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/601599,https://finds.org.uk/images/charles bullock/medium/11be20 obverse.JPG,Fotos_monedas\PUBLIC-11BE20.png,,,,Crowned bust facing,Long cross pattee with three pellets in each angle,ED[W]AR R AN[GL D]NS HYB,CIVI/[TA]S/ CAN/[T]OR,,South West,,,Certain,Edward II of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
LIN-38B7D1,MEDIEVAL,2,0.6,20.0,1.48,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/54916,https://finds.org.uk/images/adaubney/medium/LIN870.JPG,Fotos_monedas\LIN-38B7D1.png,,,,Crowned facing bust within a tressure of arches,"Long cross pattee dividing the legend, three pellets in angles",EDWARDVS [REX ANGL DNS HYB],CIVITAS EBORACI; POSVI ADIVTORVM MEVM,,East Midlands,,,Certain,Edward III of England,York,Half groat,,English coin Edwardian type 1279 - 1377,,8,4,0
IOW-8635E6,MEDIEVAL,2,0.6,17.5,1.22,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/200991,https://finds.org.uk/images/fbasford/medium/IOW2007-3-60.JPG,Fotos_monedas\IOW-8635E6.png,,,,Crowned bust facing with sceptre,Long cross voided dividing the inscription with three pellets in each quadrant,hENRICVS REX III,"[RE]N/AVD/ONL/VND (O and N ligated, N and D ligated)",,South East,,,Certain,Henry III of England,London,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
PUBLIC-C75F47,MEDIEVAL,2,0.68,20.1,0.74,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/622346,https://finds.org.uk/images/clivenobbs/medium/PUBLIC-C75F47 H VII Half Groat.jpg,Fotos_monedas\PUBLIC-C75F47.jpg,20.1,,,Crowned bust facing right within beaded circle,Square top shield within beaded circle over long cross fourche?,"hENRI[...]X AGL.', saltire stops",POSVI/ [DEV A/DIVT]O/E' MEV.',,South East,,,Certain,Henry VII of England,London,Half groat,,English coin Late Medieval 1377 - 1489,,8,4,1
LEIC-EE5EA1,MEDIEVAL,2,0.5,18.0,0.36,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/400611,https://finds.org.uk/images/rebecca/medium/DSCN5594.JPG,Fotos_monedas\LEIC-EE5EA1.png,9.0,,9.0,Facing bust,Long cross with trefoils,...REX...,I-DG,,East Midlands,,,Certain,,,Cut farthing,,English coin short and long cross period 1180 - 1278,,8,4,0
LEIC-BBC236,MEDIEVAL,2,0.5,18.0,0.66,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/91717,https://finds.org.uk/images/wscott/medium/BBC236.JPG,Fotos_monedas\LEIC-BBC236.png,,,,"Top half of forward facing bust, worn.","Short cross, unvoided, four joined pellets in quarters. Appears to have a double struck C",HENRIC,[...]NONCAN[...],,East Midlands,,,Certain,Henry III of England,Canterbury,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,0
FAKL-C6F23D,MEDIEVAL,2,0.6,16.7,0.58,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/847839,https://finds.org.uk/images/kleahy/medium/aSWY968.jpg,Fotos_monedas\FAKL-C6F23D.jpg,,,,"Crowned bust facing, Reverse:","Short cross,",h] ENR [icvs],] N.LVND.,,Yorkshire and the Humber,,,Certain,Henry III of England,London,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,0
BERK-38240D,MEDIEVAL,2,0.6,18.0,1.0,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/998601,https://finds.org.uk/images/helenacostas/medium/BERK38240D.jpg,Fotos_monedas\BERK-38240D.jpg,8.6,,8.4,Illegible,Short voided cross with six point star in quarter,[...] LE [...],[...] h/R(?)E [...],,,,,,William I of Scotland,,,,,,8,4,0
FAKL-92CB54,MEDIEVAL,2,0.6,16.2,0.63,5.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/416747,https://finds.org.uk/images/kleahy/medium/Haldenby 200.jpg,Fotos_monedas\FAKL-92CB54.jpg,,,,"Crowned bust, facing",Long cross,+EDWARDVS REX ANG*,*CIVI [tas] LON/DON,,Yorkshire and the Humber,,,Certain,Edward III of England,London,Halfpenny,,English coin Edwardian type 1279 - 1377,,8,4,1
LIN-A0FF31,MEDIEVAL,2,0.6,18.0,1.11,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/55155,https://finds.org.uk/images/adaubney/medium/LIN916.JPG,Fotos_monedas\LIN-A0FF31.png,,,,Crowned facing bust,"Long cross diving the legends, three pellets in angles.","EDWA ANGL DNS // CIVI. (the coin has been double struck, hence the beginning of the reverse legend 'CIVITAS' seen on the obverse.","C/TAS/CAN/TOR ??? (the coin has been double struck, showing some of the obverse legend on the reverse).",,East Midlands,,,Certain,Edward I of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
FAJN-03D485,MEDIEVAL,2,0.6,19.0,0.66,4.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/236797,https://finds.org.uk/images/jnaylor/medium/FAJN-03D485_short_cross_halfpenny.jpg,Fotos_monedas\FAJN-03D485.jpg,,,9.5,Front-facing bust holding sceptre (only the neckline and sceptre are visible),voided short cross with quatrefoil in each angle,[hENRIC]VS R-E[X],[A]SkETIL.[ON.  ],,South East,,,Certain,Henry II of England,Uncertain,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,1
LEIC-70B3A5,MEDIEVAL,2,0.5,19.0,0.93,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/217113,https://finds.org.uk/images/wscott/medium/70B3A5.JPG,Fotos_monedas\LEIC-70B3A5.png,,,,facing crowned bust,long cross and joined pellets,EDWAR[...]YB,[CIV]ITASCAN[TOR],,East Midlands,,,Certain,,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
BUC-02CEC4,MEDIEVAL,2,0.6,18.0,1.0,-1.0,Silver,Cast,https://finds.org.uk/database/artefacts/record/id/57830,https://finds.org.uk/images/rtyrrell/medium/DSCN0156.JPG,Fotos_monedas\BUC-02CEC4.png,,,,"The king's head is patchily worn, so difficult to describe","The short cross is worn, and has sets of four linked pellets in each qudrant. The flan has been struck off centre",""".HENRICVS...""",In miss striking the coin part of the inscription has been lost. +NICOLEONLVN,,South East,,,Certain,Henry III of England,London,Penny,,English coin short and long cross period 1180 - 1278,,8,0,0
IOW-BC9C54,MEDIEVAL,2,0.6,23.0,1.64,-1.0,Silver,Cast,https://finds.org.uk/database/artefacts/record/id/91762,https://finds.org.uk/images/fbasford/medium/IOW2005-83.JPG,Fotos_monedas\IOW-BC9C54.png,,,,Crowned bust facing. Annulets by neck,Long cross pattee dividing the inscriptions. Three pellets in each quarter. Annulets within pellets in VIL and CAL quarters,HENRIC D I GRA REX ANGL Z F,Outer: POSVI DEVM ADIVTORE MEVM   Inner: VIL LA CAL IS,,South East,,,Certain,Henry VI of England (first reign),Calais,Half groat,,English coin Late Medieval 1377 - 1489,,8,0,0
SOMDOR659,MEDIEVAL,2,0.6,18.0,1.0,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/23089,https://finds.org.uk/images/caht/medium/SOMDOR659.jpg,Fotos_monedas\SOMDOR659.jpg,,,,Small head and slight bust. No marks on breast. Saltire stops. Intermediate style. Clipped.,Long-cross. Lombardic Ns.,RIC[AR]D x REX x ANGL,CIVITAS [LON]DON,,South West,,,Certain,Richard II of England,London,Halfpenny,,English coin Late Medieval 1377 - 1489,,8,4,0
LEIC-9DEB70,MEDIEVAL,2,1.0,20.5,1.43,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/189431,https://finds.org.uk/images/wscott/medium/9DEB70 .JPG,Fotos_monedas\LEIC-9DEB70.png,,,,facing crowned bust with sceptre,voided short cross and crosslets,HENRICVSREX,LEFWINEON[N]ICO,,East Midlands,,,Certain,Henry II of England,Lincoln,Penny,,English coin short and long cross period 1180 - 1278,,8,4,0
FAKL-D674B2,MEDIEVAL,2,0.6,18.0,1.3,5.0,Silver,,https://finds.org.uk/database/artefacts/record/id/577440,https://finds.org.uk/images/kleahy/medium/aSWY175.jpg,Fotos_monedas\FAKL-D674B2.jpg,,,,"Crowned bust, facing",Long cross,EDWAR R ANG DNS HYB,CIVI/TAS/LON/DON,,Yorkshire and the Humber,,,Certain,Edward II of England,London,Penny,,English coin Edwardian type 1279 - 1377,,8,6,1
IOW-0FD891,MEDIEVAL,2,0.6,18.0,1.3,4.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/250206,https://finds.org.uk/images/fbasford/medium/IOW2009-7-1.JPG,Fotos_monedas\IOW-0FD891.png,,,,"Crowned bust facing with sceptre (pellets in curls, large pearls in crown)",Voided short cross with a quatrefoil in each quadrant,"hENRICVS REX (sceptre divides R and E of REX, normal S)",(cross patt?e) WALTER ON LV (pellet before ON),,South East,,,Certain,John of England,London,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
IOW-113DF1,MEDIEVAL,2,0.6,17.8,1.3,7.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/232045,https://finds.org.uk/images/fbasford/medium/IOW2008-1-388.JPG,Fotos_monedas\IOW-113DF1.png,,,,Crowned bust facing with a trifoliate crown and wedged drapery,Long cross dividing the inscription with three pellets in each quadrant,,CIVI/TAS/LON/DON,,South East,,,Certain,Edward I of England,London,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
BH-9BA0F1,MEDIEVAL,2,0.3,14.6,0.58,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/98517,https://finds.org.uk/images/jwatters/medium/Med coin 05 71 - 10.jpg,Fotos_monedas\BH-9BA0F1.jpg,,,,Crowned bust facing.,"Long cross, 3 pellets in each quarter.",EDW[ARDV]S REX [A]NG,CIVI/TAS/LON/[DON],,London,,,Certain,Edward II of England,London,Halfpenny,,English coin Edwardian type 1279 - 1377,,8,4,0
IOW-90F1F7,MEDIEVAL,2,0.6,17.9,1.1,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/268576,https://finds.org.uk/images/fbasford/medium/IOW2009-2-269.JPG,Fotos_monedas\IOW-90F1F7.png,,,,Crowned bust facing with sceptre,Voided short cross with a quatrefoil in each quadrant,hENRICVS REX,RO[ ]T ON WIL,,South East,,,Certain,Henry II of England,Wilton Castle,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
LEIC-656F02,MEDIEVAL,2,0.5,12.0,0.29,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/183757,https://finds.org.uk/images/wscott/medium/DSCN1728.JPG,Fotos_monedas\LEIC-656F02.png,,,,Facing winged lion of St Mark with halo in scalloped border,left facing man holding staff with LM behind,none,[..]SDVX[..]NTRON,,East Midlands,,,Certain,Nicol? Tron,Little Venice,Soldino,,,,8,4,0
